Text,Sentiment (POS/NEG/NEU)
tu kis k liye like krta hy?,neu
Daikh Pic main likhay tou hain,neu
han baad mein dekhe,neu
Kia khadi ki shope per txt alag se pay karna parta ae?,neu
400 ya 500tak hota hai.,neu
ap ko pory kapro mn dkh k acha lga,pos
Gul ahmad ki bhi yehi model ha...bohat achi ha,pos
En shirts ki price Kia ha?,neu
Kuch to decent looking ho..bekar,neg
Khaddi models ujri ujri q lgti hain,neg
akhir kaar kh e dea ap ny inhyn,neu
models ko to dekh k vomit honay ko atty h,neg
mai ne sahi kaha tha,pos
colors me itna farq kyun ha..web pe kuch or hota ha or stores pe kuch or,neg
aj menay 2 suits khaadi se khareeday...bohat zabardast quality ha,pos
plz muja Khaadi k dress online mangwne k tariqa btyee,neu
aap Un ki site pe ja k order Karen easily ho Jay ga,neu
"mat puchen khaadi waly aik shirt py 500,600 tex ly raye hn.",neg
tex walon ko notice le k price fix krni chaea.,pos
tex walon ko notice le k price fix krni chaea.,neu
ye shawl is k sath hy ?,neu
Sir vacancy ha ap k pas,neu
khaadi number 1 brand,pos
apko b shamil kr lia,neu
mehrbani pyari behna,pos
Khaddar k ellawa or kon c veraity hy?,neu
purchase kiye hy tum ny...?,neu
mzak kr rhe hn,pos
is dres ky sth dupta ha?,neu
Order kesy krna ha?,neu
ap log price kyun nai likhtay,neg
Model ko bukhaar he,neg
Is bechari ko lgta ha zaberdasti khara Kia hua ha,neu
price na mention kerna bilkul unprofessional reguler customers k liye,neg
Price b sath hi mention kr dia krainnnnnn,neg
Models bemaar Colours bekaar,neg
ab itny saray ly lye apse ab new collection arahi,pos
or kitnay saloon tak aik he print pehnay gay...bekar,neg
mehfil loot le apne ,pos
colors kis size man dastiyab ha,neu
sale main he ya?,neu
chaker lagay tu mery liay daikhna ye suit,neu
Mjy aap ki bedsheets bht pasnad hain,pos
Wahe ghisy pity prints.,neg
humary beech kuch itny masoom awam hy Jo Brand k chaker ma dhara dhar yahe design bar bar khareed rahe hyn.,neg
g bilkul mre sath b asa hoa he,neu
 Kaaash k is kurte k sath ye shoes b free hote,neu
Hum say nhi diye jatay tax,neg
shop kahan py hai aap k?,neu
Online dhooka dety ha online price kuch r thy jb order Mela to kuch r thy,neg
Online body mist deliver krty hen kia ap?,neu
Phir to bilkul hi nahi aaiy gi sardi,neu
In kapray bananay waloon ko kon samjhaiy,neg
Sale k nam py fraud,neg
Fasool print,neg
Kon sa kapra ha or prize KIA ha ap log laga to daytay Han lakin prize qu nahi likhtay,neg
Stuff bhi mention kia kry to asani rhy gi,neu
Offer khtam ho ge kia?,neu
shujar ha kuch khari daron k bara m b socha kisi na.,pos
mje b mze ki lgi,pos
Y shirt kytny k hy?,neu
kaadi k staff se mujhay bohat mayoosi hui,neg
Kya order pr tax k.sat sat delivery charges b customer na he pay krna ha?,neu
tax lagaya hua ha apny de govt ne pakistani brands py to tax nai lagaya hua in khadi valon koi b tax pay na kry,neg
Or y to ache bht nae new par pahly of nae ta hum ny purchase kar ley to ab is par be of laga dea,neg
is se buri sale or brand kahin nai dekhi,neg
abi mujhay apna order mila ha bohat achi quality ha or colors bhi achay hain,pos
jo lena do lena!,neu
le lo phr a bhi jaye ga!,neu
Sab jhot h .. me ko gai thi khaddi py koi idr 50% discount py ni h .. or kh dety hn 50 percent waly sale hu gy hn .. ab sirf 20 or 30 percent of waly reh gy hn,neg
upr link diya hua wahan check krlen price,neu
upr link diya hua wahan check krlen price,neg
Mujhe b nhi mila,neg
her dres py Tax ? sale ka kia faida,neg
Is suot ki parice btein pless online magwa sakty hien batein plez,neu
ye chor han bohat bara fraud han in ko koi pochnay wala hy,neg
50% kse b chez py ni thi; 20% or 30% thi.,neg
Lawn ki sale kab lagaoge?,neu
Han yar ajeeb 200 tax had hogyi,neg
Details kia ha is sout ke?,neu
Ye purchase Karna h,neu
Ye dress hm ny lena ha ap ki faisalabad outlet sy us ka whatsapp number dy dain faisalabad outlet ka price bh,neu
sath tax price ketany hai?,neu
Sale taxes ziada hay is ki waja say discount pora nhi hay,neg
kya 3 piece suits 700 tk k hain?,neu
asli hy ya replica?,neu
Ye lawn me hai ya karndi?,neu
Tax itna zaida koi faida nai sale ka,neg
Dear khaddi Yeh tax exclusive wala mazaq acha nahi laga,neg
brands k kapray sale ma lainay ka b faida ni......ab tax b dena paray ga....uffff,neg
Ye sale sirf lafzo ka haar pheer hai aur kuch nahi.,neg
Main aj hi li hon 3 piece embroided 2475 rupees ka 30 percent discount pr orignal price 3100 thi,pos
Kahan sey liya yeh aap nay???,neu
5 star chorangi say thorra agay khaddi ki outlet hai whan say. Hyderi market say phlay,neu
Yea Show nhe horahaaaa,neg
website py mera wala dress discount py hy mjhe without discount dia sale py,neg
Good jcd aur jaffarabad k log phly sukkur jaty thy suzuki ka acha qadam h service centre ki tamam sohliut hongi na is m,pos
Gujranwala may b lgana chahay,neu
Multan mai kb ho ga ?,neu
Allah tala Pak Suzuki company ko tarkki de ameen,pos
Ye kon c jaga p inaqad kiya gaya h?,neu
Karachi me kon c jaga he?,neu
lahore mein kab hoo gah.?,neu
Kya koi tafsel sy smjha skta hay mehrbani ho gi?,neu
bhai carry bolan hai mere pass exchange with mehran ho sakti hai,neu
Multan mein kb hoga???,neu
phir kia socha,neu
yaha gari bhi sell hoti ha?,neu
Sir jis k pass suzuki gari ya baik ni hy wo kesy hisa leain,neu
Aply ki koi last date ha?,neu
Peshawar mai kab hoga,neu
Acha ho gaya ab hamen multan jaany ki zrorat ni hai,pos
Sharm tum ko MGR nhi ati,neg
Price kiya koi baty ga,neu
weagonar achy h boht,pos
Dekhain Car ek hai aur Muqabila tuff hai,neu
bakwas gari ha,neg
bohat achi gari ha,pos
24 mahenay ka procedure kia ha?,neu
kis showroom pe visit kar saktay hain malomat k liye,neu
2w instalment par hy hi nahi kisi bhe suzuki showroom par 0 markup to door ki bat hy,neg
Kya suzuki abbottabad motors ma b ya program ha,neu
Mery pass bolan cary hi 2017,neu
Mehran 91 tabdeel hosakti hai kia,neu
Suzuki mehran 2006 exchange ho jay gi??,neu
Jeeeo g good luck Bhi Alto mehran hai ap ky pas 800 cc,pos
suzuki behtreen choice,pos
Zabardasat kya bat hai,pos
mujhay is ka hissa banay ki bohat khushi ha,pos
Mursil bhai yaha sari garian apki range se bahar ki hai,neg
haan iska wait 1 haftay se kraha hu subha jaraha hu dua kro miljae udhr range mein,pos
dilwa raha ha kia..?,neu
bheek mangnay ki aadat nahi gai tumhari,neg
chl be khuwari hai,neg
Jis nay b jeeta usy mubarak,pos
Allah Pak hum ko b Ata kary,pos
Bahi jan main khud Pakistani hon ap ki tarha,neu
booking main kuch early delivery option mille gaa?,neu
ye to dealer hi bta skty h,neu
SERVICE WALOON BARI MEHARBANI APKI APNA BRAND BAND KAR DO.,neg
Kynke is trha ki third class quality banane se behtar he k tum log isko band hi kar do,neg
kamse kam apna staff educate rakho jisko thori tameez ho customer se kin wordings me bat karni he.,neg
Mene last Thursday ko apni beti k lia shoes lye or within one week uska strip toot gya,neg
apke staff ka attitude battamizon wala tha.,neg
Jis trha apne apni quality ko bakwas thirdclass poor useless to kar dya he isi trha apne staff bhi uneducated rude battamiz stupid rkha hwa he.,neg
worstexperience bad quality thirdclass useless highprice lowquality bakwastareenquality gandiquality,neg
ghatiya products hain in k pass abhi 2 hafte pehly laya tha 1 slipper sb taraf sy khul bhi gai or leather bhi ghatiya nikla.,neg
Servis shoes ki jhang fawara chock wali branch ka manager nihayat hi batamiz hay.os ney na he hamari complain suni balkeh batamizi b kee,neg
bht hi ghatiya products hain inki,neg
shoes 1 month bad hi damage ho jate hain or woh log claim b nahi kar k de rhe...,neg
Aap apne store pe shoes behtar rahken plz,neg
service ki products se bilkul mutmaeen hon me,pos
menay apne father k liye shoes liye thay lekin us ka sole 10 din me he toot gaya,neg
Actor paise Lekar ad karte hain quality nahi Dekhte,neg
"Na quality achi hai, na staff prha likha hai handle nhi krna ata customers ko, me to life me kabhi shopping nhi krungi ab servis se",neg
Azha Sheikha aisa nhi hai kuch un experiance hotay hn but sb aisay nhi hotay servis is best,pos
Hum kal aap k servis k shop par gay johar waha prs 700 hai bol wo 1000 rahai hai aur dau 1200 mai rahai hai koi tu had hoti hai basharmi ki,neg
Plz bura nahe many servis he lay ti ho hamaysha say boath achay ho tay hai life time chalnay walay,pos
Hum ne aap ki complain apni team tak pohancha di hai. Shukriya humein ruju karne ke liyai!,neu
Mary pass raseed majood ha,neu
zabardast collection mujhay bohat pasand ai,pos
me service pichlay 15 salon se use kar raha hoon lekin ab kabhi nai karonga bohat ghatiya quality ha,neg
design or quality bohat achi ha me 5 star donga rating,pos
chal yar servis chalein,neu
Servis wali eid ki shirt bnwa lo,neu
Koi farq nhn parna,neg
sub mana rahay hain eid,pos
kia hal ha apka??,neu
Hum apki kese madad kar saktay hain?,neu
YE LINK OPEN NAHI HO RAHA,neg
"Fazool, jhoote",neg
"main rawalpindi main checj kiy hen ,,yeh waly design market main nahi hen,,,",neg
Kaisay mana rahay hain ap azaadi ka jashan,neu
Servis ki bare shop kha pe ha,neu
sialkot cantt ka winner kon hai?,neu
ye offer kab tak ha?,neu
Eid sale KB lagae gi,neu
bacho k mamlay me ap bohat he acha karty hain,pos
Yeh joggers to 1150 k liye hain main nay,neu
Sir school shoes ki price kiya hai pls replay.,neu
Joota pehen lo or naachiye bn jao...ye kaam to km se km nai hota jooton ka,neg
Bisma Noor btao mene q tag kia tmhen?,neu
Kia barand hai yarrr,pos
Eid hai adhuri Servis ke baghair.Toh ayein aur apni Eid ko banayen ServisWaliEid!,pos
Eid pey tensions hoti hain hazar,neg
Kya hai apka irada?,neu
Ye hy kon pta karo iskaaa,neu
mera to pakka irada hai.,pos
smjh rha h na tu kya bolna cha rha hu m?,neu
ab tk dekh rha tha m,neu
Ab to bus srf servis ka nam he rah gya he baki quality to third class ho gae he servis ke.,neg
Insha ALLAH kal sham,pos
Aap kab aa rahay hain?,neu
Jazzy yeh colors nae bata rhhyyyyyy,neg
Yar dekhe na aese possible nai ha ke ap bolo utha k dal do aese bich me dalna me muskil hojati ha hamare liye,neg
Main tyar hoon,pos
ok ayngy zaror,pos
Kya apki Eid ki tiyaari poori hai,neu
Khair Mubarak aapko bhi hamari tarf se Eid Mubarak,pos
"Bhula ke saray kaam, khushi manao poori shaam.",pos
Eid ki khushiyan hojaein double jab ho family aur Servis ka saath,pos
12 no ka hy kya?,neu
Is per bi sell hai?,neu
Article Kia ha us ka?,neu
ye jootay kis brach se milengay faisalabad me?,neu
"Workload ho jitna bhi,shoes main raho comfortable pura din",pos
is main dark brown ki kia price hai?,neu
behtreen,pos
Door ho ya paas har nazar rukay aap pey,pos
Kya sab aapko dekh rahay hain?,neu
log toh dekhein ge hi.,neu
jo jootay sale per thay kia un ki qeemat dobara barh gai ha?,neu
Colors or style jo banay har kisi ki pasand,pos
8 ya 9 saal kay bacho kay liay haiN?,neu
yeh shoe bachon ke liye hain,neu
Har dost ki hai zidd,neg
Kitni jaldi guess kar saktay hain ap?,neu
hum mazarat khuwa hain,pos
Humari team is pe kaam kar rahi hai.,neu
Jab bhi shuru hogi apko update hum zaroor karein ge.,pos
Sardi ab ziada door nahi,neu
Kya apki nazar door dekh pati hai?,neu
Nai Collection hai itni zabardast,pos
Ndure k shoes purchase kiye thy 1 month may colour kaharab o gy..dil tor dia zaalim,neg
humari abhi online service dastiyaab nahi hain. Please humare store pe visit kijiye.,neu
Online bhi honi chahye apki service,neu
Kia Ye Sports shoes he?,neu
Jee bikul. Jald apne kareebi store visit ki jiye.,neu
Naushahro Feroze city me AAP ka Registrar display center he ?,neu
or ktny color hain,neu
Un 2 color ka pic bhi send kar sakty ho?,neu
Har koi bas apko hi dekhay ga,pos
is mein brown colour hai..?,neu
bahria town mein koi shop / outlet bhi hai plz address?,neu
Boht achay.,pos
Humari nai collection ne kardia hai sabko deewana.,pos
Mianwali mein to ye hen e ni sub gandy articles hen,neg
bohat purani customer service ha,neu
Shikarpur sindh me sale ap bolty ho ap k works amal nhi karty,neg
"Aoa,kb se kb tk? Dates?",neu
Starting or end date kia hy,neu
bachon k  school shoes per lagi hy,neu
New pay b ha ya purany py lgai ha,neu
saray stock lekhaa hai bhai,neu
nai yaar sub pay ho gee per 50 percent kesi keai pay ho ge,pos
Bhai teri man lety han flat 50 pay gay thy woh inhon ne alehda rak me lga k rakhy thy,neu
bhai Flat nai laginn gay kabi be Flat 30 to laga lainn gay per Flat 50 ni,neg
me flat py gay thy agy sy naya khwab dikha diya,neg
jo service ke apni products hon ge bus un pay sale ho ge yah shop ma other brands b rakhh kay bethaa hain un pay ni sale hoti,neg
yr Ndure b inki apni hi ha,neu
Matlb Ndure k lene gay thy un me kuch pay lgai thi kuch pay ni thi,neu
Yar ndure ke quality boht ache ha.,pos
Sale kab lagay g,neu
Bohaat Ala,pos
Wo items kon se hai,neu
attock main woi porani or ghati pece he hn koi new ni hn,neg
Or branch wala discount nai dy rha sara poorana stock bahir rakha howa,neg
sb hamary sath to esa kbhi nhi hua,neu
ktny dino tk k liye ha?,neu
"Aj jin stock ki email ai kay hide krdo ,woh hide krdia gaya hai , kal sa full flat 30%",neg
Bakwas brand 2 din mein jouta phat jata hai,neg
Suna h aj kal salmno se bhari nainsafi hu rhi h salri bilkul kam de rhi h,neg
Ap sales man ki bat kr rahe hain tou managers ki kon sa 50000 salary hai .,neg
Bhi bat tu ak jase h as par amal b tu ho na bus baty kar rhe h ye hu ga wo hu ga,neg
Bhai jan jo log already job kr rahe servis men Phly un se pooch lo k un ke sath kia ho raha hai,neu
Koe rabta tou hoga complain karne ka?,neu
servis k shoes ke wo quality nai ha,neg
Gift kahan h mera?,neu
Ap hum ko order karny hum ap home delivery kardaity hn,neu
Itni bhi barhi nahi hai...,neg
kittnay din laggee rahay gee sale,neu
1st feb tak lagi rahegi,neu
Branches me jaen sub milega,pos
online to nahi lagi hoi,neg
Jhoott.. Sb jhoot...,neg
online pe to wahi puraney prices hen.,neg
Servis servis hi hy,pos
Maine poocha b k gift ya scratch card wagera to unhone kaha k esi koi scheme nahi. Maine bataya k ad to aaraha hai unhone mana kardia.,neg
Humen to kuch b nahi dia service walon ne. Sunday ko aik pair purchase kia hai.,neg
Hum Famous kia hue sari dunya hi jealous ban gayii,neg
dear sir ya wala desigine jb hum ap ki shop pr jaty hn whn ya avail able nahi hota ?,neg
ye ladies hain ya gents ?,neu
service jhoot bolta ha logo ko attract karne k liye,neg
Jhoot hy ye.. koi flat sale nahi..,neg
Cheeta shose py b sale h k nai?,neu
Cover he acha h bs quality tu 0 h,neg
"Asfand bhai servis ki bht khas collection i ha,plz qarebi servis store pa vist karen",pos
Bakwas collection looteri price..,neg
Salam Dua to chalti he rahe gi,pos
ye bta0 k Eidi tm deny aao ge ya mein khud leny aon..?,neu
apko b bht bht eid mubarik,pos
Blue loafers kis shop per available he mjhe nahn mila?,neu
"bewafa servis ,,, servis kay jjootay khareedo or fb per bhe fan raho or gift phir bhe nhe milta kabhe",neg
Blue dress wali pyari hai,pos
75% nhi dyty sirf kehtay hain,neg
is say sales pay kha fark ni para,neg
"yar may 4 shoes laya ho....5,10 % discout hay likha 75 hay wo ak do items pay hay....jhot bol k logo ko bewakofnai banaty.",neg
me 15 question me jeet gaye ho is me kuch mili ga?,neu
kese play hoga ye game?,neu
iss me jo sandal hai os ki price kaya hai?,neu
phir atay ham kal,neu
Main aa raha hun.,neu
Quaid e Azam dakhea aj ap k pakistan kd halt jo ap nx musalmano k lea hasil kea tha ab is mulk may apko sub zaban nasal or cst k log mily gy sewaa pakistanio k yaha a,neg
pehli line main 2nd shoe jo hia wo black main hai kya ?,neu
koi bat nae dobara dmission le lo school me,neu
han yaar abi tak rexult pata nai q nai aaya,neg
lagta ha woh rexult nai anounce ho gay,neg
hamara prize kab nikle ga?,neu
amna bano campony walay apna he inaam nikalte hai bas apne rishtay daro ka.,neg
kurnandazee kese check kar saktee heen?,neu
aaj ka result kidar ha?,neu
wo jo site servis walo ne di hai ..........wo open he nai ho rhe...,neg
aisa ni hy thora skoon se kam karo link open hoon gay,neu
achi jori hai app dono ki,pos
achi pic hti agar ye yellow dress wali na hti,neg
Bahar 30 ka milta hai. A big NO!,neg
"yar ye saaf suthra hoga, bun kabab galeez hota he tbhi lazeez hota..",neg
Isme 180 ka kia he asa,neu
180 ka tou zinger burger mil jata hai,neu
yaha chalo emaa ko lekr,neu
phr kia kehta hai aj kaaley ko yaha halal krde,neu
Itna sasta halal ni krna mehnga halal krna h bhai,neu
chalo phr aj raat ka scene rakh lo,neu
kiya karna hai,neu
ab ye kia seen hai,neu
weekend pa me na jana ha phr pata lagay ga,neu
Ghar ja Kar aik cup green tea pi Lena,neu
smjh tw gaye hongy aap !,neu
lazim h k hm daikhy gy.,neu
Ek daaam fazoool thay,neg
Ab ye kiya naya le aye hain,neu
Mehnga ha.,neg
yr ye krwa de bs,neu
arey half half me chal le .... pure dena ka kon keh raha hai,neu
Timing kia ha burger lab ki,neu
itna Sasta,neu
neeki or phoc phoc,pos
home delivery ho sakti hay kai,neu
chl kr kha lete hain zada maza ai ga,neu
